Area,Country,Month_abbr,Year,Rate,Visitor_Arrivals,Month
Southeast Asia & India,Singapore,Dec.,2010,0.056798482,36827.0,12
East Asia,South Korea,Dec.,2010,0.31232919,202508.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Dec.,2010,0.00339153,2199.0,12
East Asia,Taiwan,Dec.,2010,0.12566242,81477.0,12
Southeast Asia & India,Thailand,Dec.,2010,0.029874456,19370.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Dec.,2010,0.019517875,12655.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Dec.,2010,0.083289121,54003.0,12
Southeast Asia & India,Vietnam,Dec.,2010,0.004369351,2833.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jan.,2011,0.042975834,30689.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jan.,2011,0.015189771,10847.0,1
East Asia,China,Jan.,2011,0.138819687,99131.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jan.,2011,0.013065415,9330.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jan.,2011,0.01078982,7705.0,1
East Asia,Hong Kong,Jan.,2011,0.048186596,34410.0,1
Southeast Asia & India,India,Jan.,2011,0.008480617,6056.0,1
Southeast Asia & India,Indonesia,Jan.,2011,0.007021435,5014.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jan.,2011,0.005217764,3726.0,1
Southeast Asia & India,Malaysia,Jan.,2011,0.009507085,6789.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jan.,2011,0.001625825,1161.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jan.,2011,0.002538864,1813.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jan.,2011,0.006783373,4844.0,1
Others,Others,Jan.,2011,0.036601368,26137.0,1
Southeast Asia & India,Philippines,Jan.,2011,0.00925922,6612.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jan.,2011,0.005689687,4063.0,1
Southeast Asia & India,Singapore,Jan.,2011,0.012650907,9034.0,1
East Asia,South Korea,Jan.,2011,0.375813438,268368.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jan.,2011,0.002328809,1663.0,1
East Asia,Taiwan,Jan.,2011,0.135996549,97115.0,1
Southeast Asia & India,Thailand,Jan.,2011,0.015980977,11412.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jan.,2011,0.018657077,13323.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jan.,2011,0.072407327,51706.0,1
Southeast Asia & India,Vietnam,Jan.,2011,0.004412553,3151.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Feb.,2011,0.031597323,21467.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Feb.,2011,0.015198861,10326.0,2
East Asia,China,Feb.,2011,0.155082552,105362.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,France,Feb.,2011,0.013245647,8999.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Feb.,2011,0.01260537,8564.0,2
East Asia,Hong Kong,Feb.,2011,0.072580966,49311.0,2
Southeast Asia & India,India,Feb.,2011,0.006907637,4693.0,2
Southeast Asia & India,Indonesia,Feb.,2011,0.006048046,4109.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Feb.,2011,0.005078062,3450.0,2
Southeast Asia & India,Malaysia,Feb.,2011,0.013442882,9133.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Feb.,2011,0.001642643,1116.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Feb.,2011,0.002249066,1528.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Feb.,2011,0.007056299,4794.0,2
Others,Others,Feb.,2011,0.033984748,23089.0,2
Southeast Asia & India,Philippines,Feb.,2011,0.006834042,4643.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Feb.,2011,0.004796929,3259.0,2
Southeast Asia & India,Singapore,Feb.,2011,0.018360507,12474.0,2
East Asia,South Korea,Feb.,2011,0.340951408,231640.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Feb.,2011,0.002602323,1768.0,2
East Asia,Taiwan,Feb.,2011,0.137543366,93446.0,2
Southeast Asia & India,Thailand,Feb.,2011,0.020013453,13597.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Feb.,2011,0.020781786,14119.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Feb.,2011,0.066434302,45135.0,2
Southeast Asia & India,Vietnam,Feb.,2011,0.004961782,3371.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Mar.,2011,0.030773288,10853.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Mar.,2011,0.022264061,7852.0,3
East Asia,China,Mar.,2011,0.177074709,62450.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,France,Mar.,2011,0.016440019,5798.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Mar.,2011,0.014035545,4950.0,3
East Asia,Hong Kong,Mar.,2011,0.040025406,14116.0,3
Southeast Asia & India,India,Mar.,2011,0.009853236,3475.0,3
Southeast Asia & India,Indonesia,Mar.,2011,0.010953396,3863.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Mar.,2011,0.006549921,2310.0,3
Southeast Asia & India,Malaysia,Mar.,2011,0.015546848,5483.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Mar.,2011,0.002276877,803.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Mar.,2011,0.0032381,1142.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Mar.,2011,0.00987592,3483.0,3
Others,Others,Mar.,2011,0.047434472,16729.0,3
Southeast Asia & India,Philippines,Mar.,2011,0.012850322,4532.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Mar.,2011,0.005928955,2091.0,3
Southeast Asia & India,Singapore,Mar.,2011,0.017835067,6290.0,3
East Asia,South Korea,Mar.,2011,0.252699361,89121.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Mar.,2011,0.00351881,1241.0,3
East Asia,Taiwan,Mar.,2011,0.119358845,42095.0,3
Southeast Asia & India,Thailand,Mar.,2011,0.033225964,11718.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Mar.,2011,0.028714741,10127.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Mar.,2011,0.110395944,38934.0,3
Southeast Asia & India,Vietnam,Mar.,2011,0.009130193,3220.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Apr.,2011,0.021938572,6490.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Apr.,2011,0.017888894,5292.0,4
East Asia,China,Apr.,2011,0.257462157,76164.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,France,Apr.,2011,0.01849736,5472.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Apr.,2011,0.011047034,3268.0,4
East Asia,Hong Kong,Apr.,2011,0.01951823,5774.0,4
Southeast Asia & India,India,Apr.,2011,0.015938423,4715.0,4
Southeast Asia & India,Indonesia,Apr.,2011,0.00971517,2874.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Apr.,2011,0.004306586,1274.0,4
Southeast Asia & India,Malaysia,Apr.,2011,0.011702825,3462.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Apr.,2011,0.002345974,694.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Apr.,2011,0.003742065,1107.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Apr.,2011,0.009001913,2663.0,4
Others,Others,Apr.,2011,0.0566076,16746.0,4
Southeast Asia & India,Philippines,Apr.,2011,0.019288365,5706.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Apr.,2011,0.005564082,1646.0,4
Southeast Asia & India,Singapore,Apr.,2011,0.007977663,2360.0,4
East Asia,South Korea,Apr.,2011,0.215633514,63790.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Apr.,2011,0.003187685,943.0,4
East Asia,Taiwan,Apr.,2011,0.121017084,35800.0,4
Southeast Asia & India,Thailand,Apr.,2011,0.027046304,8001.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Apr.,2011,0.027076728,8010.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Apr.,2011,0.100694327,29788.0,4
Southeast Asia & India,Vietnam,Apr.,2011,0.012801444,3787.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,May,2011,0.020699698,7406.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,May,2011,0.016152249,5779.0,5
East Asia,China,May,2011,0.163808789,58608.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,France,May,2011,0.016389823,5864.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,May,2011,0.012272802,4391.0,5
East Asia,Hong Kong,May,2011,0.032377167,11584.0,5
Southeast Asia & India,India,May,2011,0.01436625,5140.0,5
Southeast Asia & India,Indonesia,May,2011,0.009922215,3550.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,May,2011,0.00431267,1543.0,5
Southeast Asia & India,Malaysia,May,2011,0.011568465,4139.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,May,2011,0.002043138,731.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,May,2011,0.003588767,1284.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,May,2011,0.009058563,3241.0,5
Others,Others,May,2011,0.047595889,17029.0,5
Southeast Asia & India,Philippines,May,2011,0.013944206,4989.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,May,2011,0.005726935,2049.0,5
Southeast Asia & India,Singapore,May,2011,0.019562137,6999.0,5
East Asia,South Korea,May,2011,0.234818312,84014.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,May,2011,0.002775425,993.0,5
East Asia,Taiwan,May,2011,0.189941948,67958.0,5
Southeast Asia & India,Thailand,May,2011,0.023637233,8457.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,May,2011,0.024117971,8629.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,United States,May,2011,0.113951753,40770.0,5
Southeast Asia & India,Vietnam,May,2011,0.007367594,2636.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jun.,2011,0.021627091,9362.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jun.,2011,0.014170111,6134.0,6
East Asia,China,Jun.,2011,0.141883604,61419.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jun.,2011,0.013754294,5954.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jun.,2011,0.011367968,4921.0,6
East Asia,Hong Kong,Jun.,2011,0.065888473,28522.0,6
Southeast Asia & India,India,Jun.,2011,0.010446241,4522.0,6
Southeast Asia & India,Indonesia,Jun.,2011,0.011215502,4855.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jun.,2011,0.00397567,1721.0,6
Southeast Asia & India,Malaysia,Jun.,2011,0.010818166,4683.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jun.,2011,0.0022431,971.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jun.,2011,0.002772112,1200.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jun.,2011,0.008836106,3825.0,6
Others,Others,Jun.,2011,0.041445379,17941.0,6
Southeast Asia & India,Philippines,Jun.,2011,0.009224201,3993.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jun.,2011,0.004673318,2023.0,6
Southeast Asia & India,Singapore,Jun.,2011,0.020668402,8947.0,6
East Asia,South Korea,Jun.,2011,0.239826928,103817.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jun.,2011,0.002384016,1032.0,6
East Asia,Taiwan,Jun.,2011,0.202578988,87693.0,6
Southeast Asia & India,Thailand,Jun.,2011,0.017341868,7507.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jun.,2011,0.01960576,8487.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jun.,2011,0.117001592,50648.0,6
Southeast Asia & India,Vietnam,Jun.,2011,0.006251112,2706.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jul.,2011,0.018002134,10108.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jul.,2011,0.01426564,8010.0,7
East Asia,China,Jul.,2011,0.154879259,86963.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jul.,2011,0.01615704,9072.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jul.,2011,0.011505123,6460.0,7
East Asia,Hong Kong,Jul.,2011,0.072172384,40524.0,7
Southeast Asia & India,India,Jul.,2011,0.009068744,5092.0,7
Southeast Asia & India,Indonesia,Jul.,2011,0.008181817,4594.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jul.,2011,0.004514781,2535.0,7
Southeast Asia & India,Malaysia,Jul.,2011,0.010205008,5730.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jul.,2011,0.002199509,1235.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jul.,2011,0.003006292,1688.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jul.,2011,0.007809592,4385.0,7
Others,Others,Jul.,2011,0.043071191,24184.0,7
Southeast Asia & India,Philippines,Jul.,2011,0.008557603,4805.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jul.,2011,0.005193334,2916.0,7
Southeast Asia & India,Singapore,Jul.,2011,0.014016303,7870.0,7
East Asia,South Korea,Jul.,2011,0.249431423,140053.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jul.,2011,0.003472909,1950.0,7
East Asia,Taiwan,Jul.,2011,0.202069854,113460.0,7
Southeast Asia & India,Thailand,Jul.,2011,0.021692322,12180.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jul.,2011,0.022296073,12519.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jul.,2011,0.092837081,52127.0,7
Southeast Asia & India,Vietnam,Jul.,2011,0.005394585,3029.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Aug.,2011,0.013963327,7631.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Aug.,2011,0.014702573,8035.0,8
East Asia,China,Aug.,2011,0.187812327,102640.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,France,Aug.,2011,0.014698913,8033.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Aug.,2011,0.010395185,5681.0,8
East Asia,Hong Kong,Aug.,2011,0.070330812,38436.0,8
Southeast Asia & India,India,Aug.,2011,0.008206725,4485.0,8
Southeast Asia & India,Indonesia,Aug.,2011,0.009729132,5317.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Aug.,2011,0.004644073,2538.0,8
Southeast Asia & India,Malaysia,Aug.,2011,0.00954981,5219.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Aug.,2011,0.00189569,1036.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Aug.,2011,0.00208965,1142.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Aug.,2011,0.005930434,3241.0,8
Others,Others,Aug.,2011,0.039222109,21435.0,8
Southeast Asia & India,Philippines,Aug.,2011,0.009815134,5364.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Aug.,2011,0.004724585,2582.0,8
Southeast Asia & India,Singapore,Aug.,2011,0.010067648,5502.0,8
East Asia,South Korea,Aug.,2011,0.269037864,147030.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Aug.,2011,0.004007297,2190.0,8
East Asia,Taiwan,Aug.,2011,0.181382353,99126.0,8
Southeast Asia & India,Thailand,Aug.,2011,0.015793143,8631.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Aug.,2011,0.019762014,10800.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Aug.,2011,0.08567748,46823.0,8
Southeast Asia & India,Vietnam,Aug.,2011,0.006561721,3586.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Sep.,2011,0.024543043,13222.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Sep.,2011,0.013799197,7434.0,9
East Asia,China,Sep.,2011,0.208812627,112493.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,France,Sep.,2011,0.015547764,8376.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Sep.,2011,0.014432171,7775.0,9
East Asia,Hong Kong,Sep.,2011,0.052915484,28507.0,9
Southeast Asia & India,India,Sep.,2011,0.011033418,5944.0,9
Southeast Asia & India,Indonesia,Sep.,2011,0.012102605,6520.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Sep.,2011,0.006212794,3347.0,9
Southeast Asia & India,Malaysia,Sep.,2011,0.015852185,8540.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Sep.,2011,0.002288729,1233.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Sep.,2011,0.003948196,2127.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Sep.,2011,0.008503379,4581.0,9
Others,Others,Sep.,2011,0.049487031,26660.0,9
Southeast Asia & India,Philippines,Sep.,2011,0.009693221,5222.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Sep.,2011,0.00513247,2765.0,9
Southeast Asia & India,Singapore,Sep.,2011,0.014239123,7671.0,9
East Asia,South Korea,Sep.,2011,0.227269099,122436.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Sep.,2011,0.004152381,2237.0,9
East Asia,Taiwan,Sep.,2011,0.157326438,84756.0,9
Southeast Asia & India,Thailand,Sep.,2011,0.025432176,13701.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Sep.,2011,0.022499336,12121.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Sep.,2011,0.08706265,46903.0,9
Southeast Asia & India,Vietnam,Sep.,2011,0.007714482,4156.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Oct.,2011,0.024074997,14823.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Oct.,2011,0.017666042,10877.0,10
East Asia,China,Oct.,2011,0.172444092,106174.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,France,Oct.,2011,0.018281601,11256.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Oct.,2011,0.017100833,10529.0,10
East Asia,Hong Kong,Oct.,2011,0.057605883,35468.0,10
Southeast Asia & India,India,Oct.,2011,0.008751001,5388.0,10
Southeast Asia & India,Indonesia,Oct.,2011,0.01024036,6305.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Oct.,2011,0.006680191,4113.0,10
Southeast Asia & India,Malaysia,Oct.,2011,0.01143737,7042.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Oct.,2011,0.002610033,1607.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Oct.,2011,0.003729083,2296.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Oct.,2011,0.010524589,6480.0,10
Others,Others,Oct.,2011,0.051757265,31867.0,10
Southeast Asia & India,Philippines,Oct.,2011,0.009993487,6153.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Oct.,2011,0.005939571,3657.0,10
Southeast Asia & India,Singapore,Oct.,2011,0.014271538,8787.0,10
East Asia,South Korea,Oct.,2011,0.214810436,132259.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Oct.,2011,0.004053916,2496.0,10
East Asia,Taiwan,Oct.,2011,0.176064356,108403.0,10
Southeast Asia & India,Thailand,Oct.,2011,0.031698828,19517.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Oct.,2011,0.02728922,16802.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Oct.,2011,0.095228041,58632.0,10
Southeast Asia & India,Vietnam,Oct.,2011,0.007747267,4770.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Nov.,2011,0.021857567,12056.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Nov.,2011,0.018577844,10247.0,11
East Asia,China,Nov.,2011,0.167075499,92154.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,France,Nov.,2011,0.016400427,9046.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Nov.,2011,0.01836391,10129.0,11
East Asia,Hong Kong,Nov.,2011,0.061118152,33711.0,11
Southeast Asia & India,India,Nov.,2011,0.010049477,5543.0,11
Southeast Asia & India,Indonesia,Nov.,2011,0.009937071,5481.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Nov.,2011,0.006896664,3804.0,11
Southeast Asia & India,Malaysia,Nov.,2011,0.014003637,7724.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Nov.,2011,0.002144783,1183.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Nov.,2011,0.003734787,2060.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Nov.,2011,0.010292419,5677.0,11
Others,Others,Nov.,2011,0.049857589,27500.0,11
Southeast Asia & India,Philippines,Nov.,2011,0.009596226,5293.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Nov.,2011,0.006831396,3768.0,11
Southeast Asia & India,Singapore,Nov.,2011,0.022756816,12552.0,11
East Asia,South Korea,Nov.,2011,0.242958749,134009.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Nov.,2011,0.003383064,1866.0,11
East Asia,Taiwan,Nov.,2011,0.156293569,86207.0,11
Southeast Asia & India,Thailand,Nov.,2011,0.020827781,11488.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Nov.,2011,0.023946147,13208.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Nov.,2011,0.096188886,53055.0,11
Southeast Asia & India,Vietnam,Nov.,2011,0.006907542,3810.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Dec.,2011,0.032286257,18471.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Dec.,2011,0.018293973,10466.0,12
East Asia,China,Dec.,2011,0.13929009,79688.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,France,Dec.,2011,0.014399555,8238.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Dec.,2011,0.011185088,6399.0,12
East Asia,Hong Kong,Dec.,2011,0.077786964,44502.0,12
Southeast Asia & India,India,Dec.,2011,0.007517903,4301.0,12
Southeast Asia & India,Indonesia,Dec.,2011,0.016481356,9429.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Dec.,2011,0.006421943,3674.0,12
Southeast Asia & India,Malaysia,Dec.,2011,0.023723084,13572.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Dec.,2011,0.002289805,1310.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Dec.,2011,0.003162029,1809.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Dec.,2011,0.007447986,4261.0,12
Others,Others,Dec.,2011,0.048173312,27560.0,12
Southeast Asia & India,Philippines,Dec.,2011,0.010115347,5787.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Dec.,2011,0.005198383,2974.0,12
Southeast Asia & India,Singapore,Dec.,2011,0.039971963,22868.0,12
East Asia,South Korea,Dec.,2011,0.247396876,141536.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Dec.,2011,0.004256241,2435.0,12
East Asia,Taiwan,Dec.,2011,0.136190987,77915.0,12
Southeast Asia & India,Thailand,Dec.,2011,0.032791413,18760.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Dec.,2011,0.020894912,11954.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Dec.,2011,0.089784846,51366.0,12
Southeast Asia & India,Vietnam,Dec.,2011,0.004939687,2826.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jan.,2012,0.032549803,22192.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jan.,2012,0.015928752,10860.0,1
East Asia,China,Jan.,2012,0.200451461,136665.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jan.,2012,0.011273332,7686.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jan.,2012,0.00931524,6351.0,1
East Asia,Hong Kong,Jan.,2012,0.071070688,48455.0,1
Southeast Asia & India,India,Jan.,2012,0.008210788,5598.0,1
Southeast Asia & India,Indonesia,Jan.,2012,0.007524355,5130.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jan.,2012,0.004051125,2762.0,1
Southeast Asia & India,Malaysia,Jan.,2012,0.013018748,8876.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jan.,2012,0.001427134,973.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jan.,2012,0.002675326,1824.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jan.,2012,0.006512307,4440.0,1
Others,Others,Jan.,2012,0.035389404,24128.0,1
Southeast Asia & India,Philippines,Jan.,2012,0.010155679,6924.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jan.,2012,0.004652486,3172.0,1
Southeast Asia & India,Singapore,Jan.,2012,0.013172755,8981.0,1
East Asia,South Korea,Jan.,2012,0.25374531,173000.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jan.,2012,0.002012362,1372.0,1
East Asia,Taiwan,Jan.,2012,0.184490441,125783.0,1
Southeast Asia & India,Thailand,Jan.,2012,0.01773577,12092.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jan.,2012,0.018560076,12654.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jan.,2012,0.070796408,48268.0,1
Southeast Asia & India,Vietnam,Jan.,2012,0.005280249,3600.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Feb.,2012,0.032738526,17890.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Feb.,2012,0.016098424,8797.0,2
East Asia,China,Feb.,2012,0.149996981,81966.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,France,Feb.,2012,0.014257454,7791.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Feb.,2012,0.014070795,7689.0,2
East Asia,Hong Kong,Feb.,2012,0.05259941,28743.0,2
Southeast Asia & India,India,Feb.,2012,0.008798593,4808.0,2
Southeast Asia & India,Indonesia,Feb.,2012,0.008363055,4570.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Feb.,2012,0.005006853,2736.0,2
Southeast Asia & India,Malaysia,Feb.,2012,0.013457748,7354.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Feb.,2012,0.001628691,890.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Feb.,2012,0.003132943,1712.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Feb.,2012,0.008388675,4584.0,2
Others,Others,Feb.,2012,0.038179087,20863.0,2
